24-09-2020;16;9.7;16.4;26.0;99.9
24-09-2020;17;3.2;4.8;25.3;99.9
24-09-2020;18;5.8;11.7;23.5;99.9
24-09-2020;19;4.8;9.9;22.7;99.9
24-09-2020;20;8.3;9.5;21.6;99.9
24-09-2020;21;7.2;9.4;21.0;99.9
24-09-2020;22;6.4;12.6;20.3;99.9
24-09-2020;23;6.2;8.6;20.2;99.9
25-09-2020;00;9.0;10.1;19.8;99.9
25-09-2020;01;12.5;16.3;19.8;99.9
25-09-2020;02;15.9;18.9;19.6;99.9
25-09-2020;03;15.9;22.5;19.6;99.9
25-09-2020;04;13.5;20.1;19.3;99.9
25-09-2020;05;13.6;19.1;19.1;99.9
25-09-2020;06;15.7;21.0;19.0;99.9
25-09-2020;07;15.6;20.7;19.3;99.9
25-09-2020;09;10.8;16.5;20.6;99.9
25-09-2020;10;4.9;6.5;21.6;99.9
25-09-2020;11;8.0;13.9;22.4;99.9
25-09-2020;12;8.9;10.2;23.8;99.9
25-09-2020;13;3.2;7.7;25.6;99.9
25-09-2020;14;2.5;4.9;25.8;99.9
25-09-2020;15;2.0;12.6;26.7;91.5
25-09-2020;16;1.8;9.8;25.2;78.2
25-09-2020;19;0.8;3.5;20.3;91.4
25-09-2020;21;0.7;2.5;17.0;99.9
25-09-2020;22;3.7;8.5;16.1;99.9
25-09-2020;23;1.0;3.3;15.4;99.9
26-09-2020;00;0.8;2.9;15.8;99.9
26-09-2020;01;0.2;0.3;15.7;98.7
26-09-2020;02;0.4;3.0;13.8;99.9
26-09-2020;03;0.1;0.3;13.6;99.9
26-09-2020;04;0.1;0.1;13.9;99.9
26-09-2020;05;0.2;0.6;13.9;99.9
26-09-2020;06;0.3;0.4;13.9;99.9
26-09-2020;07;0.5;4.7;13.4;99.9
26-09-2020;08;0.5;1.8;13.8;99.9
26-09-2020;09;0.3;1.7;14.6;99.9
26-09-2020;10;0.6;2.6;16.2;99.9
26-09-2020;11;0.6;1.7;18.4;94.8
26-09-2020;12;0.6;2.1;19.6;92.6
26-09-2020;13;0.9;2.6;20.8;90.7
26-09-2020;14;0.7;2.6;22.2;87.6
26-09-2020;15;0.8;1.1;21.6;88.9
26-09-2020;16;0.7;3.0;20.9;87.5
26-09-2020;17;1.9;6.2;19.9;92.0
26-09-2020;18;1.8;5.9;19.2;95.2
